career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Systems & Infrastructure,71.83,73.03,8.22,3.87,8.08,0.77,6.21,7.09,3.65,8.06,7.2,3.66,4.08,3.4,4.93,8.95,5.15,2.62,4.77,6.69,5.29,4.53,4.57,6.92,6.0,0.72,10,8.02,3,18,211,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,4,8.04,6.91,3.48,5.36,2.59,3.48,1,0,0,0,9.88,11,10.0,5.86,Embedded Systems Engineer
Cybersecurity,79.01,89.39,7.37,6.51,6.13,3.15,3.48,6.06,2.97,5.11,7.35,8.53,8.51,2.43,3.95,6.31,9.44,5.71,6.14,9.54,6.27,9.15,7.27,8.35,7.22,0.9,5,6.65,1,14,127,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,5.97,5.9,3.64,3.81,4.77,6.67,2,13,4,0,0.68,0,3.9,3.04,Cybersecurity Engineer
Systems & Infrastructure,67.92,75.48,6.51,6.93,9.28,1.48,8.11,6.91,3.33,9.53,7.7,6.52,7.54,3.49,6.02,4.42,6.06,6.02,4.47,6.6,4.39,4.05,3.13,5.85,5.87,0.63,9,8.52,1,12,182,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,7.58,2.66,3.91,10.0,8.72,1.33,0,0,0,0,6.12,0,6.56,6.35,Database Administrator
Data & Artificial Intelligence,71.59,75.13,7.98,5.8,4.16,6.15,3.85,7.92,2.08,6.12,9.3,2.41,3.97,2.61,2.73,4.59,6.59,9.78,4.24,4.41,6.88,4.76,6.28,6.96,8.51,0.65,3,4.72,0,3,132,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,7.0,5.96,4.37,4.44,7.33,2.67,0,2,0,1,1.51,1,0.18,1.58,Data Analyst
Data & Artificial Intelligence,70.83,80.17,8.26,7.67,8.78,3.97,2.57,6.67,6.57,8.98,8.58,3.05,7.92,5.12,4.62,5.25,4.16,8.92,4.88,2.99,8.84,4.4,5.14,7.35,5.49,0.81,11,6.09,3,10,182,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,6.73,8.65,5.0,6.05,6.56,0.39,0,0,0,1,5.31,0,3.57,3.82,MLOps Engineer
Data & Artificial Intelligence,73.34,75.99,7.83,7.23,7.56,3.88,5.14,6.33,7.84,7.46,4.98,3.32,2.13,3.1,2.91,6.13,6.94,8.62,5.85,8.56,8.77,6.43,8.44,7.51,9.13,0.67,4,5.65,0,5,119,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5.74,2.63,3.2,4.37,5.98,2.24,0,0,0,0,3.85,0,1.07,1.18,BI Analyst
Systems & Infrastructure,64.71,73.39,9.13,7.99,5.81,5.49,7.77,1.85,0.5,6.02,6.01,1.11,6.48,3.16,6.86,0.62,7.7,3.62,2.92,5.37,5.87,2.74,6.2,8.04,9.36,0.45,2,6.99,1,5,75,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.22,6.54,3.58,5.46,5.79,3.41,1,1,0,0,8.05,4,7.15,8.93,Embedded Systems Engineer
Cybersecurity,52.23,78.49,8.33,5.15,9.41,4.19,2.38,6.22,4.61,4.48,6.89,8.01,7.21,1.26,9.39,3.53,2.32,6.83,4.51,8.32,5.75,8.12,5.86,9.09,6.65,0.73,11,5.9,1,13,244,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,0,0,6.87,6.63,4.29,4.28,5.43,8.8,18,5,0,2,3.34,0,2.41,0.84,Security Operations Engineer
Systems & Infrastructure,57.98,88.5,8.83,8.16,6.48,2.09,4.39,3.87,1.87,7.2,5.36,3.7,5.56,3.62,6.56,6.93,5.84,6.52,4.87,5.15,6.53,9.99,4.14,6.53,3.4,0.7,6,8.97,1,12,136,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.14,7.15,6.38,2.48,5.77,0.27,0,0,0,0,8.78,8,8.12,7.39,Embedded Systems Engineer
Cybersecurity,75.18,75.15,8.02,6.56,8.98,2.66,4.28,7.32,6.88,4.63,8.46,6.09,5.8,2.83,5.4,7.28,5.07,5.45,4.98,10.0,4.62,4.04,6.98,8.87,8.25,0.73,8,6.89,3,10,167,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,4.76,4.47,3.63,4.66,9.61,5.88,5,4,1,5,4.14,0,3.51,3.8,GRC Analyst
Software Engineering,53.76,71.75,7.03,6.07,6.83,5.07,8.4,5.13,6.1,7.18,5.94,3.46,5.67,6.98,8.16,5.6,8.88,3.78,5.59,6.92,6.85,6.12,7.34,7.87,7.3,0.62,8,5.67,0,7,84,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,4.93,5.33,0.23,3.97,2.7,0.0,0,1,0,0,2.11,0,2.77,0.12,Backend Engineer
Software Engineering,76.45,65.32,7.9,6.22,4.78,4.78,4.79,6.55,6.81,7.53,3.27,4.5,7.26,5.49,7.65,5.24,7.0,1.97,5.86,4.83,7.24,8.02,8.62,7.54,8.66,0.58,8,4.64,1,4,118,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.97,7.72,2.59,2.84,6.98,0.11,0,0,0,1,0.0,0,1.44,2.27,Application Support Engineer
Cybersecurity,78.75,75.56,6.8,4.2,6.87,0.84,2.12,8.07,3.95,5.17,3.8,4.26,6.77,3.11,4.62,7.75,7.55,7.23,8.67,8.9,9.4,9.83,6.33,8.32,8.68,0.8,11,5.86,2,14,222,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,7.42,5.1,4.31,5.71,6.62,6,3,0,6,4.66,1,4.15,2.96,GRC Analyst
Quality Assurance & Testing,66.97,65.93,6.99,6.66,8.44,4.48,4.51,4.12,2.29,4.65,4.4,2.96,2.91,4.46,9.8,4.16,4.72,5.88,4.43,5.42,4.56,5.37,7.45,6.57,4.16,0.71,7,6.93,1,13,210,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,0,0,0,1,0,0,1,0,6.37,4.28,3.58,2.97,9.47,2.93,1,0,0,0,2.98,0,3.89,2.08,QA Engineer
"Cloud, DevOps & Platform Engineering",42.97,81.2,8.73,6.06,6.87,1.77,3.7,6.1,4.19,6.79,9.15,4.86,5.65,3.35,4.71,3.7,5.71,3.35,9.29,7.23,4.1,2.95,6.6,7.86,7.13,0.5,6,8.18,2,7,99,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,5.12,5.82,5.82,5.3,7.63,3.13,0,0,0,0,1.66,0,2.83,2.53,DevOps Engineer
Software Engineering,62.67,69.11,7.48,5.18,6.72,7.99,4.28,7.36,5.95,5.87,7.89,2.58,6.01,5.69,4.59,8.78,9.77,4.33,4.9,5.58,6.4,6.49,5.94,7.3,7.31,0.7,6,6.81,2,6,102,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,8.01,8.08,3.23,5.53,2.44,2.91,0,1,0,0,3.4,1,1.87,2.35,Game Developer
UI/UX & Product,65.11,70.08,7.69,4.33,6.2,5.32,3.9,7.04,2.7,5.07,2.5,2.25,0.93,8.54,6.57,6.62,4.13,6.88,5.78,6.47,6.61,7.84,7.1,7.36,7.18,0.71,7,3.76,1,5,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,1,0,5.61,3.0,2.32,2.56,3.81,3.74,0,0,0,0,4.23,0,2.7,0.2,Associate Product Manager
"Cloud, DevOps & Platform Engineering",71.52,61.16,8.08,5.99,8.24,2.54,2.54,7.64,5.84,7.58,9.36,2.05,8.75,1.45,4.48,3.2,8.17,4.15,9.67,4.73,4.85,4.38,7.08,8.19,5.92,0.55,8,4.37,2,5,185,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,0,0,0,6.64,10.0,6.72,3.87,5.71,4.49,1,0,0,0,3.33,0,0.89,4.48,DevOps Engineer
Systems & Infrastructure,60.6,83.6,8.47,6.54,3.16,4.5,7.23,5.28,2.37,8.83,4.41,4.23,6.97,0.05,2.9,6.4,6.43,8.34,5.31,3.44,5.62,3.88,4.23,9.9,7.83,0.86,5,4.82,1,5,95,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0,0,0,6.81,4.81,3.72,5.87,6.49,0.96,0,0,0,0,6.52,0,7.24,6.5,Database Administrator
UI/UX & Product,66.55,59.7,8.11,8.71,4.11,6.88,4.79,6.25,1.2,5.95,0.72,3.29,3.46,7.27,5.49,5.35,5.05,7.04,5.97,4.58,7.03,8.19,7.01,5.97,9.77,0.57,8,4.62,0,9,115,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0.8,2.68,2.14,2.57,2.43,1.11,0,0,0,0,3.58,0,1.99,1.5,Product Analyst
"Cloud, DevOps & Platform Engineering",60.58,85.67,7.93,8.59,2.71,1.87,3.65,8.23,5.44,3.07,9.65,2.73,6.24,2.2,3.34,4.91,4.25,4.22,8.47,6.61,6.43,6.64,5.14,7.28,6.96,0.56,6,2.94,0,16,130,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,8.81,7.0,7.54,4.16,8.44,0.97,0,0,0,0,0.36,0,3.48,0.11,Platform Engineer
Cybersecurity,80.18,70.81,7.26,5.27,3.99,3.0,2.97,7.52,6.02,2.0,8.54,9.17,5.69,0.69,6.33,4.84,4.9,5.89,5.59,9.97,4.37,5.49,4.68,6.07,5.97,0.42,2,7.82,1,3,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.96,7.57,2.82,3.24,5.81,7.68,16,5,4,1,4.15,0,0.52,0.5,Security Analyst
Software Engineering,86.6,63.79,7.84,6.66,4.87,5.69,7.4,6.53,6.35,5.04,7.49,3.77,3.71,7.33,4.06,3.78,8.73,4.05,6.11,6.61,2.97,2.95,4.64,6.91,5.86,0.37,8,5.38,1,7,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6.62,4.78,2.99,5.83,4.5,1.53,0,0,0,0,3.31,0,1.74,2.06,Application Support Engineer
Cybersecurity,63.97,79.28,7.6,3.44,8.63,0.71,1.21,6.16,8.85,4.02,7.79,7.06,5.96,2.6,6.02,4.24,6.55,9.85,5.38,9.21,7.93,6.39,5.89,6.23,6.79,0.69,8,9.68,1,12,210,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,2.65,7.19,5.25,3.23,5.19,10.0,15,8,4,0,3.05,0,0.67,1.66,SOC Analyst
Software Engineering,57.89,72.65,7.55,3.68,7.97,6.02,7.1,8.27,6.22,6.7,6.01,3.45,4.59,4.53,5.29,4.8,9.25,6.47,8.33,6.63,6.37,5.11,3.5,6.35,3.99,0.69,9,1.17,1,7,126,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,0,0,1,1,0,1,0,0,1,0,2,3.41,8.16,4.19,2.39,7.76,0.16,0,0,0,0,2.46,1,3.38,1.58,Backend Engineer
Data & Artificial Intelligence,87.56,80.9,8.91,5.31,8.23,2.64,7.16,8.81,7.72,9.77,6.56,2.09,3.95,1.5,2.65,4.77,5.95,7.41,7.33,4.98,4.32,3.89,5.62,6.23,4.43,0.52,5,5.0,1,7,83,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,6.18,8.77,4.72,6.84,8.15,1.67,0,0,0,0,1.94,0,2.57,3.78,AI Engineer
Systems & Infrastructure,86.75,69.82,8.61,5.21,7.58,5.86,6.8,5.63,1.34,9.14,3.73,5.45,7.85,6.75,4.48,7.58,4.26,8.49,2.58,2.51,3.45,5.15,5.6,4.72,3.65,0.73,6,6.39,1,6,152,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.45,4.89,1.84,7.16,4.91,2.14,0,0,0,0,10.0,8,8.66,9.17,Embedded Systems Engineer
"Cloud, DevOps & Platform Engineering",71.03,90.29,7.82,4.81,6.49,3.76,4.1,6.94,2.85,6.37,7.02,1.76,5.92,3.16,6.69,1.1,7.4,5.59,7.43,4.29,3.23,3.89,5.99,6.88,5.27,0.48,5,5.76,0,9,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,9.45,5.01,6.64,2.91,2.69,2.83,0,1,0,0,0.34,0,1.68,3.08,Platform Engineer
Cybersecurity,67.76,77.12,8.12,6.11,5.27,4.35,2.58,5.78,6.9,4.01,7.39,9.29,7.63,3.72,6.57,2.89,4.25,7.93,2.85,8.25,7.61,5.62,5.86,4.97,6.41,0.68,9,8.49,3,16,183,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,3.45,3.7,6.65,2.57,7.79,4.24,6,12,7,0,3.53,1,3.46,2.38,Penetration Tester
Cybersecurity,71.92,79.54,7.56,7.7,6.94,5.07,1.29,4.81,5.07,6.24,7.25,9.95,9.95,6.28,5.32,3.76,5.91,4.86,5.04,9.55,5.71,3.08,6.51,6.2,8.33,0.78,6,7.91,2,10,138,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,2,1,6.02,4.75,4.85,3.67,5.13,5.33,6,28,15,1,1.97,0,3.77,4.38,Penetration Tester
UI/UX & Product,70.83,60.63,8.11,4.68,5.95,7.69,9.08,6.01,2.42,4.1,2.89,1.78,3.59,8.16,4.0,5.42,5.19,6.26,6.37,4.47,10.0,4.82,8.21,5.85,6.08,0.84,7,5.13,3,11,147,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,4.48,2.19,2.57,5.93,6.94,5.84,0,0,1,0,0.7,0,2.09,0.78,UI Designer
Quality Assurance & Testing,89.37,80.86,7.87,6.53,7.54,4.67,6.39,3.75,3.44,7.02,3.02,2.72,7.19,2.91,9.11,2.35,6.3,8.2,9.07,6.0,4.24,1.55,4.2,7.02,5.97,0.64,6,4.75,1,6,121,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,2,0,0,0,7.7,6.61,2.13,0.21,8.11,1.09,0,0,0,0,2.2,1,1.43,2.98,Test Architect
Systems & Infrastructure,66.34,77.24,8.07,7.36,7.11,3.23,6.83,5.72,3.12,10.0,5.14,5.58,7.59,4.29,3.76,7.61,4.32,4.4,5.11,5.25,7.33,3.63,5.56,6.75,5.46,0.77,8,4.0,2,5,203,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,8.13,4.36,5.48,9.16,6.6,3.88,0,1,0,0,7.12,0,6.01,6.98,Database Administrator
Systems & Infrastructure,94.65,67.01,7.19,6.22,6.1,4.8,8.28,4.42,3.3,7.51,6.63,4.57,7.29,1.69,8.93,7.11,4.7,5.91,4.46,4.28,3.07,4.92,7.41,8.56,5.53,0.34,6,8.05,1,11,86,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5.27,7.47,4.65,7.2,6.3,0.44,0,0,0,0,8.85,6,5.84,7.94,Embedded Systems Engineer
Data & Artificial Intelligence,77.12,84.56,7.95,7.76,2.06,5.67,1.44,6.71,6.41,7.18,6.18,3.08,4.57,4.68,4.95,5.79,5.89,8.45,4.2,5.0,7.68,7.27,7.43,8.42,7.92,0.81,8,4.23,2,8,102,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,3,0,0,0,0,1,0,6.54,7.01,2.74,8.45,7.09,1.31,0,0,0,0,3.34,1,3.24,2.34,Analytics Engineer
Data & Artificial Intelligence,76.37,63.45,7.2,4.98,6.85,2.87,2.9,6.06,6.43,8.67,3.63,3.96,3.04,4.74,1.56,6.53,6.87,7.48,4.92,6.87,6.62,5.82,2.79,7.54,6.48,0.78,12,7.79,0,18,248,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,0,0,6.29,5.43,3.53,7.55,3.96,2.0,0,1,0,0,0.72,0,0.12,0.02,Data Engineer
UI/UX & Product,69.9,83.98,8.45,5.82,6.15,3.8,7.48,4.16,2.23,5.8,3.16,1.32,1.78,9.59,3.58,6.31,6.18,4.55,5.17,3.36,8.52,7.25,7.17,7.87,6.63,0.65,8,6.57,1,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,5.0,4.62,1.4,5.27,5.3,3.73,0,0,0,0,1.48,0,2.55,0.35,UI Designer
Software Engineering,56.35,64.75,7.91,7.78,7.63,7.25,9.76,4.54,8.15,5.79,6.8,5.83,5.94,8.4,6.1,2.96,9.06,3.57,5.07,6.25,5.92,3.34,5.28,9.44,3.62,0.63,9,5.11,3,9,162,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,3.12,5.91,4.23,4.59,7.45,3.93,0,1,1,0,2.31,2,3.0,1.77,Mobile Application Developer
"Cloud, DevOps & Platform Engineering",62.09,68.93,6.52,6.7,6.35,3.73,0.95,6.85,2.8,6.2,5.66,4.91,7.44,1.81,8.08,3.44,2.75,4.22,8.84,3.92,5.21,4.52,5.23,7.79,4.39,0.58,7,4.05,0,10,118,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6.1,4.01,7.9,2.26,6.41,0.88,1,0,0,0,3.59,0,1.74,1.82,Cloud Engineer
Quality Assurance & Testing,45.95,76.03,7.1,5.18,4.74,0.29,5.03,5.85,2.51,8.14,2.21,0.36,6.47,3.88,5.14,3.26,5.67,3.96,5.89,5.69,5.0,6.45,6.08,6.51,6.13,0.86,6,3.59,1,8,104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,7.37,5.53,3.61,1.16,7.17,1.13,0,0,0,0,1.23,0,3.09,2.13,Test Architect
"Cloud, DevOps & Platform Engineering",77.82,66.2,7.48,5.63,6.17,2.15,3.63,6.63,4.8,6.03,7.89,4.05,10.0,4.82,8.31,2.8,5.71,6.69,8.36,4.31,1.78,5.33,4.62,8.44,5.34,0.48,8,5.99,1,17,182,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,4,0,0,0,9.86,8.32,4.57,3.81,5.85,2.35,0,0,0,0,4.69,0,2.37,4.6,Site Reliability Engineer
Cybersecurity,57.86,69.77,6.93,6.54,3.88,2.37,2.45,5.44,3.03,4.59,9.27,6.35,7.52,2.24,4.83,2.62,6.76,6.77,6.6,8.11,6.15,7.4,7.34,6.67,5.71,0.92,11,5.99,1,10,193,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,2,2,1,0,6.46,5.7,4.07,7.61,6.27,8.84,9,6,2,0,3.09,0,2.32,0.0,Cloud Security Engineer
Software Engineering,69.49,72.56,8.24,8.6,6.73,9.29,6.1,7.64,9.46,6.44,5.93,4.18,5.92,6.18,5.36,3.94,9.65,10.0,6.06,7.08,7.39,3.94,7.13,7.66,5.42,0.55,9,5.02,0,7,155,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,0,1.16,2.29,1.84,0.9,7.93,0.4,0,0,0,0,2.33,0,1.74,1.72,Frontend Engineer
Systems & Infrastructure,76.77,66.7,6.49,5.46,7.09,3.96,5.23,8.97,1.52,7.66,5.66,6.99,3.85,3.22,8.05,5.56,3.52,6.1,5.02,8.76,3.74,4.37,2.42,5.86,7.24,0.58,11,7.4,1,12,184,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5.59,7.42,3.72,2.03,6.61,2.91,0,0,0,1,9.33,12,6.82,6.55,Embedded Systems Engineer
"Cloud, DevOps & Platform Engineering",69.17,83.61,8.36,3.66,4.34,5.29,2.95,3.08,4.95,6.32,8.97,3.36,7.57,2.09,5.13,5.13,7.08,6.56,8.63,9.13,5.64,3.01,6.31,8.66,5.13,0.58,8,6.04,3,10,201,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,9.75,8.1,8.94,4.78,5.15,1.21,0,2,0,0,1.63,0,3.44,2.2,Cloud Architect
Cybersecurity,65.26,77.79,6.85,5.29,6.77,2.73,4.19,8.38,5.54,4.5,5.34,4.95,8.8,3.22,5.1,8.0,5.45,5.03,4.64,6.89,6.64,7.33,7.1,4.8,8.39,0.66,9,9.19,1,12,186,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,7.98,6.13,4.77,0.63,9.27,5.58,5,2,0,6,3.72,0,2.73,2.35,GRC Analyst
Cybersecurity,60.88,67.76,6.01,4.64,6.84,2.78,3.4,6.18,3.96,6.69,5.89,4.75,5.67,3.59,6.43,7.63,4.77,5.39,4.76,10.0,6.2,7.71,10.0,7.63,9.98,0.83,6,3.77,2,6,161,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,4.08,6.56,3.33,5.07,5.17,5.01,7,2,0,5,3.02,0,0.41,0.93,GRC Analyst
Quality Assurance & Testing,52.62,65.09,6.47,4.53,6.27,1.92,6.57,4.05,2.16,4.16,3.7,0.6,4.34,1.38,7.06,3.36,4.98,4.51,4.54,2.08,6.77,5.12,3.05,9.16,5.66,0.65,4,6.85,0,13,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,5.48,1.66,1.4,1.32,7.29,1.63,1,0,0,0,1.95,0,1.25,0.73,Performance Test Engineer
Data & Artificial Intelligence,87.59,79.41,7.6,7.59,9.03,6.08,1.46,6.4,9.66,8.93,3.66,3.48,6.52,0.96,0.0,3.55,3.48,9.36,4.49,8.17,3.81,5.9,3.5,8.6,3.54,0.57,11,5.84,1,18,217,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,2,3.82,3.72,1.41,8.25,10.0,4.07,0,1,0,0,3.23,2,3.29,4.15,Data Engineer
Software Engineering,73.84,69.73,7.32,5.65,8.02,8.78,9.22,5.44,6.37,4.05,8.38,4.12,3.28,3.51,7.18,5.96,7.09,4.41,5.73,5.61,8.03,5.57,6.5,6.91,3.35,0.69,7,5.11,2,10,104,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,7.2,5.71,6.94,6.04,4.81,1.85,0,0,0,0,1.69,0,3.01,3.47,Mobile Application Developer
